filename,width,height,class,xmin,ymin,xmax,ymax
156_jpg.rf.4ff8a68e0d79e6f59cfca79278611c09.jpg,640,640,Toilet,488,349,640,614
156_jpg.rf.4ff8a68e0d79e6f59cfca79278611c09.jpg,640,640,Faucet,139,365,191,431
156_jpg.rf.4ff8a68e0d79e6f59cfca79278611c09.jpg,640,640,Toilet Sink,57,381,332,519
Room2-178-_jpg.rf.504c0d7af769167d62d620953c0bcea1.jpg,640,640,Closet,410,0,639,637
Room2-178-_jpg.rf.504c0d7af769167d62d620953c0bcea1.jpg,640,640,Bed,98,106,285,485

Kitchen-491-_jpg.rf.50a016c7287522938fbb7211f8a3d746.jpg,640,640,Exhaust Fan,27,176,99,215
Kitchen-491-_jpg.rf.50a016c7287522938fbb7211f8a3d746.jpg,640,640,Washing Machine,199,423,372,607
Kitchen-491-_jpg.rf.50a016c7287522938fbb7211f8a3d746.jpg,640,640,Stove,99,361,374,412
Kitchen-491-_jpg.rf.50a016c7287522938fbb7211f8a3d746.jpg,640,640,Exhaust Hood,107,186,379,269

Toilet-426-_jpg.rf.5157803dce3d352034947d86ecc7b91b.jpg,640,640,Toilet,116,375,220,530
Toilet-426-_jpg.rf.5157803dce3d352034947d86ecc7b91b.jpg,640,640,Bathtub,247,209,441,431
Kitchen-486-_jpg.rf.50ef49d4febe912f272e27145c2ebe7c.jpg,640,640,Exhaust Hood,121,203,287,246
Kitchen-486-_jpg.rf.50ef49d4febe912f272e27145c2ebe7c.jpg,640,640,Oven,255,389,320,530
Kitchen-486-_jpg.rf.50ef49d4febe912f272e27145c2ebe7c.jpg,640,640,Exhaust Fan,363,139,409,190
Kitchen-486-_jpg.rf.50ef49d4febe912f272e27145c2ebe7c.jpg,640,640,Stove,121,335,331,384
Kitchen-486-_jpg.rf.50ef49d4febe912f272e27145c2ebe7c.jpg,640,640,Faucet,412,293,448,343
129_jpg.rf.50ac1a173343c967737e26562e4e60f6.jpg,640,640,Faucet,254,372,305,449
129_jpg.rf.50ac1a173343c967737e26562e4e60f6.jpg,640,640,Sink,233,416,407,473
129_jpg.rf.50ac1a173343c967737e26562e4e60f6.jpg,640,640,Exhaust Hood,481,153,616,232
129_jpg.rf.50ac1a173343c967737e26562e4e60f6.jpg,640,640,Stove,510,449,628,556
129_jpg.rf.50ac1a173343c967737e26562e4e60f6.jpg,640,640,Cupboard,168,420,630,637
129_jpg.rf.50ac1a173343c967737e26562e4e60f6.jpg,640,640,Cupboard,1,81,462,320
Room2-27-_jpg.rf.50b9e0cb679d581f5def45f39e53f79e.jpg,640,640,Closet,0,20,257,640
Room2-27-_jpg.rf.50b9e0cb679d581f5def45f39e53f79e.jpg,640,640,Bed,261,336,510,594
Room2-27-_jpg.rf.50b9e0cb679d581f5def45f39e53f79e.jpg,640,640,Desk,361,298,436,331

t146_jpg.rf.50d152b785f95f50ae3872de6c2fdc6e.jpg,640,640,Bathtub,335,407,611,621
t146_jpg.rf.50d152b785f95f50ae3872de6c2fdc6e.jpg,640,640,Toilet Sink,0,379,153,410
t146_jpg.rf.50d152b785f95f50ae3872de6c2fdc6e.jpg,640,640,Faucet,29,347,73,380
t146_jpg.rf.50d152b785f95f50ae3872de6c2fdc6e.jpg,640,640,Toilet,215,378,401,558


Toilet-286-_jpg.rf.50cfc4338edc75e5d6b704749427bfe1.jpg,640,640,Toilet Sink,366,410,609,640
Toilet-286-_jpg.rf.50cfc4338edc75e5d6b704749427bfe1.jpg,640,640,Toilet,0,304,118,615

Kitchen-210-_jpg.rf.5116acc2ab7e6ddf16ec428aa401897f.jpg,640,640,Cupboard,161,326,355,480
Kitchen-210-_jpg.rf.5116acc2ab7e6ddf16ec428aa401897f.jpg,640,640,Sink,175,311,246,325
Kitchen-210-_jpg.rf.5116acc2ab7e6ddf16ec428aa401897f.jpg,640,640,Exhaust Hood,331,184,458,231
Kitchen-210-_jpg.rf.5116acc2ab7e6ddf16ec428aa401897f.jpg,640,640,Stove,313,309,472,358
Kitchen-210-_jpg.rf.5116acc2ab7e6ddf16ec428aa401897f.jpg,640,640,Cupboard,367,11,640,196
Kitchen-210-_jpg.rf.5116acc2ab7e6ddf16ec428aa401897f.jpg,640,640,Cupboard,141,116,309,254
Kitchen-210-_jpg.rf.5116acc2ab7e6ddf16ec428aa401897f.jpg,640,640,Faucet,193,276,223,310
Toilet-167-_jpg.rf.5171a63722d8ab42b0b083c29218ea03.jpg,640,640,Toilet,301,350,457,528
Toilet-167-_jpg.rf.5171a63722d8ab42b0b083c29218ea03.jpg,640,640,Toilet Sink,461,359,638,418
Toilet-167-_jpg.rf.5171a63722d8ab42b0b083c29218ea03.jpg,640,640,Water Cubicle,0,21,356,640
Kitchen-6-_jpg.rf.51a30c62f4dbf4ef92757f6e727922b8.jpg,640,640,Stove,45,384,355,546
Kitchen-6-_jpg.rf.51a30c62f4dbf4ef92757f6e727922b8.jpg,640,640,Exhaust Hood,82,176,333,228

Toilet-257-_jpg.rf.51b9c9db2761ee62fba7576080010219.jpg,640,640,Toilet,258,383,454,569
Toilet-257-_jpg.rf.51b9c9db2761ee62fba7576080010219.jpg,640,640,Toilet Sink,376,417,635,637
Toilet-257-_jpg.rf.51b9c9db2761ee62fba7576080010219.jpg,640,640,Exhaust Fan,429,145,466,207
Toilet-257-_jpg.rf.51b9c9db2761ee62fba7576080010219.jpg,640,640,Water Heater,307,190,361,299
img_wm_revamp-3-_jpg.rf.521bac59057bc8150607ae63da473659.jpg,640,640,Windowsill,75,116,355,512
Toilet-448-_jpg.rf.52130771a9bdb778ab383efe46850e69.jpg,640,640,Water Heater,8,106,114,267
Toilet-448-_jpg.rf.52130771a9bdb778ab383efe46850e69.jpg,640,640,Toilet Sink,395,441,629,500
Toilet-448-_jpg.rf.52130771a9bdb778ab383efe46850e69.jpg,640,640,Faucet,592,379,637,414
Toilet-448-_jpg.rf.52130771a9bdb778ab383efe46850e69.jpg,640,640,Toilet,3,431,120,614
img_wm_revamp-43-_jpg.rf.50d5863b73ab4bf0dca3c2218e91feb4.jpg,640,640,Windowsill,267,171,632,550
img_wm_revamp-43-_jpg.rf.50d5863b73ab4bf0dca3c2218e91feb4.jpg,640,640,Door,612,479,637,520
img_wm_revamp-43-_jpg.rf.50d5863b73ab4bf0dca3c2218e91feb4.jpg,640,640,AC,314,138,450,220
177_jpg.rf.51aaec7853080c211f5898adb7e6437a.jpg,640,640,Cupboard,279,375,415,522
177_jpg.rf.51aaec7853080c211f5898adb7e6437a.jpg,640,640,Microwave,227,185,409,271
177_jpg.rf.51aaec7853080c211f5898adb7e6437a.jpg,640,640,Cupboard,0,0,638,276
Kitchen-254-_jpg.rf.522dc48bc687eba2c4e59b7c2a9d7810.jpg,640,640,Sink,405,482,602,630
Kitchen-254-_jpg.rf.522dc48bc687eba2c4e59b7c2a9d7810.jpg,640,640,Faucet,494,310,593,552
Kitchen-158-_jpg.rf.5292648cc55742d6e1e951ec6572ab55.jpg,640,640,Exhaust Hood,199,255,325,280
Kitchen-158-_jpg.rf.5292648cc55742d6e1e951ec6572ab55.jpg,640,640,Cupboard,257,0,640,636
Kitchen-158-_jpg.rf.5292648cc55742d6e1e951ec6572ab55.jpg,640,640,Sink,28,367,187,386
Kitchen-158-_jpg.rf.5292648cc55742d6e1e951ec6572ab55.jpg,640,640,Faucet,86,319,111,373
Kitchen-158-_jpg.rf.5292648cc55742d6e1e951ec6572ab55.jpg,640,640,Cupboard,0,381,199,546
Kitchen-158-_jpg.rf.5292648cc55742d6e1e951ec6572ab55.jpg,640,640,Oven,198,425,261,568
Kitchen-158-_jpg.rf.5292648cc55742d6e1e951ec6572ab55.jpg,640,640,Fridge,189,368,364,409
img_wm_revamp-54-_jpg.rf.5187f0e34a24b61d117b862363e71d59.jpg,640,640,Windowsill,307,143,535,488
img_wm_revamp-54-_jpg.rf.5187f0e34a24b61d117b862363e71d59.jpg,640,640,Bed Frame,143,419,515,640
img_wm_revamp-2022-08-19T220823-573_jpg.rf.50d641818e47001fb544996b9f57260a.jpg,640,640,AC,301,203,354,243
Toilet-206-_jpg.rf.5243b0c7728f8b23e03255f3e9f119d2.jpg,640,640,Toilet,166,465,313,639
Toilet-206-_jpg.rf.5243b0c7728f8b23e03255f3e9f119d2.jpg,640,640,Water Heater,242,153,311,282
Toilet-206-_jpg.rf.5243b0c7728f8b23e03255f3e9f119d2.jpg,640,640,Washing Machine,400,428,617,629
Toilet-206-_jpg.rf.5243b0c7728f8b23e03255f3e9f119d2.jpg,640,640,Exhaust Fan,78,75,187,197
Toilet-206-_jpg.rf.5243b0c7728f8b23e03255f3e9f119d2.jpg,640,640,Water Cubicle,196,0,470,638

Kitchen-44-_jpg.rf.526b3b53ca28149de040049adbd394a8.jpg,640,640,Exhaust Hood,430,241,591,277
Kitchen-44-_jpg.rf.526b3b53ca28149de040049adbd394a8.jpg,640,640,Cupboard,25,55,376,265
Kitchen-44-_jpg.rf.526b3b53ca28149de040049adbd394a8.jpg,640,640,Stove,415,314,584,357
Kitchen-282-_jpg.rf.52aef2e62cdb9f61a494a54648460136.jpg,640,640,Stove,232,307,328,335
Kitchen-282-_jpg.rf.52aef2e62cdb9f61a494a54648460136.jpg,640,640,Exhaust Hood,204,169,311,213
Kitchen-282-_jpg.rf.52aef2e62cdb9f61a494a54648460136.jpg,640,640,Sink,331,334,448,387
Kitchen-282-_jpg.rf.52aef2e62cdb9f61a494a54648460136.jpg,640,640,Cupboard,321,352,486,586
Kitchen-282-_jpg.rf.52aef2e62cdb9f61a494a54648460136.jpg,640,640,Cupboard,204,0,425,223
Kitchen-282-_jpg.rf.52aef2e62cdb9f61a494a54648460136.jpg,640,640,Faucet,390,293,425,360
Kitchen-282-_jpg.rf.52aef2e62cdb9f61a494a54648460136.jpg,640,640,Exhaust Fan,173,101,206,185
Kitchen-85-_jpg.rf.52ea9bc4f100752531f6b48b29b2e180.jpg,640,640,Fridge,71,193,177,490
Kitchen-85-_jpg.rf.52ea9bc4f100752531f6b48b29b2e180.jpg,640,640,Exhaust Hood,319,223,515,264
Kitchen-85-_jpg.rf.52ea9bc4f100752531f6b48b29b2e180.jpg,640,640,Stove,332,347,482,369
Kitchen-85-_jpg.rf.52ea9bc4f100752531f6b48b29b2e180.jpg,640,640,Sink,166,330,248,340
Kitchen-391-_jpg.rf.52ba6cc2ca9fbfcc118bb05ca4d1a878.jpg,640,640,Stove,135,334,264,377
Kitchen-391-_jpg.rf.52ba6cc2ca9fbfcc118bb05ca4d1a878.jpg,640,640,Cupboard,166,2,261,239
Kitchen-391-_jpg.rf.52ba6cc2ca9fbfcc118bb05ca4d1a878.jpg,640,640,Exhaust Hood,166,192,238,233
Kitchen-391-_jpg.rf.52ba6cc2ca9fbfcc118bb05ca4d1a878.jpg,640,640,Stove,139,337,262,373
Kitchen-391-_jpg.rf.52ba6cc2ca9fbfcc118bb05ca4d1a878.jpg,640,640,Cupboard,126,386,244,638
Kitchen-391-_jpg.rf.52ba6cc2ca9fbfcc118bb05ca4d1a878.jpg,640,640,Cupboard,396,366,479,640
Room2-168-_jpg.rf.527aa0fa07bb2fb795288832e0dae79e.jpg,640,640,Door,460,34,640,472
Kitchen-380-_jpg.rf.5270f51c55b82b4819452afcdc2def54.jpg,640,640,Oven,110,334,199,405
Kitchen-380-_jpg.rf.5270f51c55b82b4819452afcdc2def54.jpg,640,640,Cupboard,202,357,400,454
Kitchen-380-_jpg.rf.5270f51c55b82b4819452afcdc2def54.jpg,640,640,Cupboard,204,211,410,303
Kitchen-380-_jpg.rf.5270f51c55b82b4819452afcdc2def54.jpg,640,640,Cupboard,313,239,412,300
Kitchen-380-_jpg.rf.5270f51c55b82b4819452afcdc2def54.jpg,640,640,Stove,359,350,406,358
Kitchen-380-_jpg.rf.5270f51c55b82b4819452afcdc2def54.jpg,640,640,Exhaust Hood,355,300,409,305

Room2-111-_jpg.rf.52685326f4722a081f40c5c46f503585.jpg,640,640,Windowsill,378,40,514,358
Room2-111-_jpg.rf.52685326f4722a081f40c5c46f503585.jpg,640,640,AC,551,33,640,126
Toilet-281-_jpg.rf.52bbd9f38c318d2aed6e695d6b34a7da.jpg,640,640,Exhaust Fan,387,93,485,182
Toilet-281-_jpg.rf.52bbd9f38c318d2aed6e695d6b34a7da.jpg,640,640,Toilet,236,403,441,607
Toilet-281-_jpg.rf.52bbd9f38c318d2aed6e695d6b34a7da.jpg,640,640,Toilet Sink,6,422,306,640

Kitchen-318-_jpg.rf.52761796a757f29ec247debb0e02cae6.jpg,640,640,Cupboard,390,293,536,513
Kitchen-318-_jpg.rf.52761796a757f29ec247debb0e02cae6.jpg,640,640,Sink,437,295,507,307
Kitchen-318-_jpg.rf.52761796a757f29ec247debb0e02cae6.jpg,640,640,Cupboard,0,2,445,210
Kitchen-318-_jpg.rf.52761796a757f29ec247debb0e02cae6.jpg,640,640,Fridge,82,123,378,639
Room2-155-_jpg.rf.52fae9bcb03a27d8053eba5b5cf975f2.jpg,640,640,Bed,16,219,640,640
Room2-155-_jpg.rf.52fae9bcb03a27d8053eba5b5cf975f2.jpg,640,640,Windowsill,237,22,441,354
Room2-42-_jpg.rf.52881c5ba561f6ea98c5752c9a468e73.jpg,640,640,AC,34,139,110,208

Kitchen-386-_jpg.rf.52e2a00b4cf9ced10f5975675efe998c.jpg,640,640,Stove,373,360,607,447
Kitchen-386-_jpg.rf.52e2a00b4cf9ced10f5975675efe998c.jpg,640,640,Exhaust Hood,521,122,640,157
Kitchen-386-_jpg.rf.52e2a00b4cf9ced10f5975675efe998c.jpg,640,640,Cupboard,158,287,349,505
Kitchen-386-_jpg.rf.52e2a00b4cf9ced10f5975675efe998c.jpg,640,640,Sink,349,343,626,466
Kitchen-386-_jpg.rf.52e2a00b4cf9ced10f5975675efe998c.jpg,640,640,Sink,374,457,622,640
Kitchen-10-_jpg.rf.52da479ce20b3e6761f7855731c06632.jpg,640,640,Cupboard,0,486,399,636
Kitchen-10-_jpg.rf.52da479ce20b3e6761f7855731c06632.jpg,640,640,Cupboard,11,0,640,208
Kitchen-10-_jpg.rf.52da479ce20b3e6761f7855731c06632.jpg,640,640,Exhaust Hood,5,134,234,214
Kitchen-10-_jpg.rf.52da479ce20b3e6761f7855731c06632.jpg,640,640,Stove,0,404,220,508
Kitchen-10-_jpg.rf.52da479ce20b3e6761f7855731c06632.jpg,640,640,Sink,264,452,454,554
Kitchen-10-_jpg.rf.52da479ce20b3e6761f7855731c06632.jpg,640,640,Faucet,375,331,456,467

Kitchen-191-_jpg.rf.52ef7bae4a577fa02cc8b1581709c0eb.jpg,640,640,Faucet,323,288,384,331
Kitchen-191-_jpg.rf.52ef7bae4a577fa02cc8b1581709c0eb.jpg,640,640,Exhaust Hood,93,156,186,187
Kitchen-191-_jpg.rf.52ef7bae4a577fa02cc8b1581709c0eb.jpg,640,640,Cupboard,92,1,640,279
Kitchen-191-_jpg.rf.52ef7bae4a577fa02cc8b1581709c0eb.jpg,640,640,Stove,92,300,224,340
Kitchen-191-_jpg.rf.52ef7bae4a577fa02cc8b1581709c0eb.jpg,640,640,Sink,246,301,510,376
Kitchen-191-_jpg.rf.52ef7bae4a577fa02cc8b1581709c0eb.jpg,640,640,Cupboard,92,316,485,538
103_jpg.rf.532854fa94b97af23830e3d1544d70d2.jpg,640,640,Cupboard,12,508,264,629
103_jpg.rf.532854fa94b97af23830e3d1544d70d2.jpg,640,640,Cupboard,68,0,322,231
103_jpg.rf.532854fa94b97af23830e3d1544d70d2.jpg,640,640,Exhaust Hood,62,208,304,255
103_jpg.rf.532854fa94b97af23830e3d1544d70d2.jpg,640,640,Stove,49,440,267,492
103_jpg.rf.532854fa94b97af23830e3d1544d70d2.jpg,640,640,Sink,288,462,407,541
103_jpg.rf.532854fa94b97af23830e3d1544d70d2.jpg,640,640,Exhaust Fan,377,129,398,192
img_wm_revamp-31-_jpg.rf.5328f40a93500f500a96e2d0bb8dfe6d.jpg,640,640,Windowsill,197,131,538,338
img_wm_revamp-31-_jpg.rf.5328f40a93500f500a96e2d0bb8dfe6d.jpg,640,640,AC,60,170,145,230
Room2-181-_jpg.rf.536f3d7a42710eda37d6c94ab08fa7de.jpg,640,640,Windowsill,142,249,456,387
Room2-181-_jpg.rf.536f3d7a42710eda37d6c94ab08fa7de.jpg,640,640,AC,14,210,74,266
t22_jpg.rf.531ceaccd39444c75dd5aeb8c244fc1f.jpg,640,640,Exhaust Fan,174,80,233,136
t22_jpg.rf.531ceaccd39444c75dd5aeb8c244fc1f.jpg,640,640,Toilet,142,336,306,639
t22_jpg.rf.531ceaccd39444c75dd5aeb8c244fc1f.jpg,640,640,Toilet Sink,385,414,633,566
t22_jpg.rf.531ceaccd39444c75dd5aeb8c244fc1f.jpg,640,640,Faucet,483,422,603,479
Toilet-178-_jpg.rf.5314cfebc379c30d1597631eba6b17c1.jpg,640,640,Toilet Sink,130,338,276,430
Toilet-178-_jpg.rf.5314cfebc379c30d1597631eba6b17c1.jpg,640,640,Toilet,418,302,532,471
Toilet-199-_jpg.rf.5241971b5663a13c1f693afbe45ac6cf.jpg,640,640,Water Cubicle,267,145,535,610
Toilet-199-_jpg.rf.5241971b5663a13c1f693afbe45ac6cf.jpg,640,640,Toilet Sink,121,403,258,467
Toilet-199-_jpg.rf.5241971b5663a13c1f693afbe45ac6cf.jpg,640,640,Toilet,495,397,612,611
Kitchen-218-_jpg.rf.52fb48718219e780fbb9c0834d4b59f4.jpg,640,640,Faucet,253,315,292,361
Kitchen-218-_jpg.rf.52fb48718219e780fbb9c0834d4b59f4.jpg,640,640,Stove,11,368,168,423
Kitchen-218-_jpg.rf.52fb48718219e780fbb9c0834d4b59f4.jpg,640,640,Exhaust Hood,2,267,160,359
Kitchen-218-_jpg.rf.52fb48718219e780fbb9c0834d4b59f4.jpg,640,640,Sink,226,356,306,374
Kitchen-218-_jpg.rf.52fb48718219e780fbb9c0834d4b59f4.jpg,640,640,Cupboard,1,58,559,293
Room2-29-_jpg.rf.534e345549eb396bac41a029488ec6dc.jpg,640,640,Bed,129,309,387,502
Room2-114-_jpg.rf.5320ca6223048f1e355a34aab9ac12ce.jpg,640,640,Windowsill,180,134,640,404
Room2-12-_jpg.rf.533e2c0b237772dee3b3b97986c0201d.jpg,640,640,Bed Frame,253,205,498,638
Room2-12-_jpg.rf.533e2c0b237772dee3b3b97986c0201d.jpg,640,640,Door,2,0,158,636
Kitchen-77-_jpg.rf.535abf9a524dab4e4edd8bc3a3481322.jpg,640,640,Fridge,405,54,640,640
Kitchen-77-_jpg.rf.535abf9a524dab4e4edd8bc3a3481322.jpg,640,640,Cupboard,200,9,415,211
Kitchen-77-_jpg.rf.535abf9a524dab4e4edd8bc3a3481322.jpg,640,640,Cupboard,143,385,418,640
Kitchen-77-_jpg.rf.535abf9a524dab4e4edd8bc3a3481322.jpg,640,640,Sink,129,341,221,382
Kitchen-77-_jpg.rf.535abf9a524dab4e4edd8bc3a3481322.jpg,640,640,Stove,223,357,348,433
Kitchen-77-_jpg.rf.535abf9a524dab4e4edd8bc3a3481322.jpg,640,640,Exhaust Hood,251,207,358,230
28_jpg.rf.533c9e3d7661303702f4f0da9f6bf9c0.jpg,640,640,Exhaust Fan,37,0,82,31
28_jpg.rf.533c9e3d7661303702f4f0da9f6bf9c0.jpg,640,640,Faucet,326,261,366,281
28_jpg.rf.533c9e3d7661303702f4f0da9f6bf9c0.jpg,640,640,Fridge,309,158,640,640
28_jpg.rf.533c9e3d7661303702f4f0da9f6bf9c0.jpg,640,640,Sink,215,293,352,361
28_jpg.rf.533c9e3d7661303702f4f0da9f6bf9c0.jpg,640,640,Exhaust Hood,126,79,195,108
28_jpg.rf.533c9e3d7661303702f4f0da9f6bf9c0.jpg,640,640,Stove,119,205,253,246
28_jpg.rf.533c9e3d7661303702f4f0da9f6bf9c0.jpg,640,640,Cupboard,96,199,328,640
28_jpg.rf.533c9e3d7661303702f4f0da9f6bf9c0.jpg,640,640,Cupboard,137,1,500,167

img_wm_revamp-92-_jpg.rf.533505209ffa6dfbc03fc5d384ecb0c7.jpg,640,640,Cupboard,233,420,462,564
img_wm_revamp-92-_jpg.rf.533505209ffa6dfbc03fc5d384ecb0c7.jpg,640,640,Cupboard,232,198,455,279
Kitchen-71-_jpg.rf.53f35e4372a49153603345b51c199ee2.jpg,640,640,Sink,329,337,438,351
Kitchen-71-_jpg.rf.53f35e4372a49153603345b51c199ee2.jpg,640,640,Cupboard,326,351,472,435
Kitchen-71-_jpg.rf.53f35e4372a49153603345b51c199ee2.jpg,640,640,Cupboard,0,61,309,311
Kitchen-71-_jpg.rf.53f35e4372a49153603345b51c199ee2.jpg,640,640,Exhaust Hood,122,266,276,291
Kitchen-71-_jpg.rf.53f35e4372a49153603345b51c199ee2.jpg,640,640,Stove,107,373,284,421
Kitchen-71-_jpg.rf.53f35e4372a49153603345b51c199ee2.jpg,640,640,Oven,247,411,304,527
Toilet-293-_jpg.rf.53b5a800205351b448d8f4db8493e904.jpg,640,640,Bathtub,291,370,634,589
Toilet-293-_jpg.rf.53b5a800205351b448d8f4db8493e904.jpg,640,640,Toilet,215,362,387,551
Toilet-293-_jpg.rf.53b5a800205351b448d8f4db8493e904.jpg,640,640,Toilet Sink,0,369,227,520
Toilet-293-_jpg.rf.53b5a800205351b448d8f4db8493e904.jpg,640,640,Exhaust Fan,243,206,275,237
Toilet-40-_jpg.rf.53f855ff33f26b375f51040ee9722ced.jpg,640,640,Faucet,197,368,246,418
Toilet-40-_jpg.rf.53f855ff33f26b375f51040ee9722ced.jpg,640,640,Toilet Sink,167,380,361,577
Toilet-40-_jpg.rf.53f855ff33f26b375f51040ee9722ced.jpg,640,640,Toilet,360,434,446,592
Toilet-40-_jpg.rf.53f855ff33f26b375f51040ee9722ced.jpg,640,640,Exhaust Fan,176,154,198,186
Kitchen-482-_jpg.rf.53a13ca0a77291fa3c06efef145cffc6.jpg,640,640,Exhaust Fan,301,36,350,109
Kitchen-482-_jpg.rf.53a13ca0a77291fa3c06efef145cffc6.jpg,640,640,Exhaust Hood,0,11,158,133
Kitchen-482-_jpg.rf.53a13ca0a77291fa3c06efef145cffc6.jpg,640,640,Stove,2,282,178,366


Toilet-185-_jpg.rf.53b6de78eb9fe55e1ebcd3b02cccae09.jpg,640,640,Toilet,326,380,481,626
Toilet-185-_jpg.rf.53b6de78eb9fe55e1ebcd3b02cccae09.jpg,640,640,Exhaust Fan,184,68,248,125
Toilet-185-_jpg.rf.53b6de78eb9fe55e1ebcd3b02cccae09.jpg,640,640,Toilet Sink,10,384,176,495
128_jpg.rf.54104b10b9a8d17b9c38b908ba27ca72.jpg,640,640,Sink,171,352,252,389
128_jpg.rf.54104b10b9a8d17b9c38b908ba27ca72.jpg,640,640,Cupboard,161,345,350,617
128_jpg.rf.54104b10b9a8d17b9c38b908ba27ca72.jpg,640,640,Exhaust Hood,366,233,446,271
128_jpg.rf.54104b10b9a8d17b9c38b908ba27ca72.jpg,640,640,Stove,356,349,415,396
128_jpg.rf.54104b10b9a8d17b9c38b908ba27ca72.jpg,640,640,Sink,171,347,253,390
128_jpg.rf.54104b10b9a8d17b9c38b908ba27ca72.jpg,640,640,Exhaust Fan,342,207,363,236
128_jpg.rf.54104b10b9a8d17b9c38b908ba27ca72.jpg,640,640,Cupboard,85,0,291,281
128_jpg.rf.54104b10b9a8d17b9c38b908ba27ca72.jpg,640,640,Faucet,184,313,219,365
Toilet-404-_jpg.rf.53f67968b67ecf79899e7f32cffb048d.jpg,640,640,Water Cubicle,93,37,319,532
Toilet-404-_jpg.rf.53f67968b67ecf79899e7f32cffb048d.jpg,640,640,Toilet,81,378,168,637
Toilet-404-_jpg.rf.53f67968b67ecf79899e7f32cffb048d.jpg,640,640,Exhaust Fan,32,16,98,101
Toilet-404-_jpg.rf.53f67968b67ecf79899e7f32cffb048d.jpg,640,640,Toilet Sink,339,377,587,637
Kitchen-357-_jpg.rf.5327424025b0099cda5eab92ace14ba7.jpg,640,640,Stove,454,293,638,401
Kitchen-357-_jpg.rf.5327424025b0099cda5eab92ace14ba7.jpg,640,640,Exhaust Hood,497,64,640,113
Kitchen-357-_jpg.rf.5327424025b0099cda5eab92ace14ba7.jpg,640,640,Sink,25,275,65,365
Kitchen-357-_jpg.rf.5327424025b0099cda5eab92ace14ba7.jpg,640,640,Oven,355,305,424,447
Kitchen-357-_jpg.rf.5327424025b0099cda5eab92ace14ba7.jpg,640,640,Cupboard,389,324,620,640
Kitchen-127-_jpg.rf.54017e8550da52c1585073bf365fbd53.jpg,640,640,Cupboard,320,93,543,218
Kitchen-127-_jpg.rf.54017e8550da52c1585073bf365fbd53.jpg,640,640,Stove,376,297,466,324
Kitchen-127-_jpg.rf.54017e8550da52c1585073bf365fbd53.jpg,640,640,Exhaust Hood,387,189,476,218
Kitchen-127-_jpg.rf.54017e8550da52c1585073bf365fbd53.jpg,640,640,Fridge,471,41,640,640
Kitchen-127-_jpg.rf.54017e8550da52c1585073bf365fbd53.jpg,640,640,Washing Machine,431,364,502,507
Kitchen-127-_jpg.rf.54017e8550da52c1585073bf365fbd53.jpg,640,640,Cupboard,151,317,490,497
Kitchen-127-_jpg.rf.54017e8550da52c1585073bf365fbd53.jpg,640,640,Sink,295,316,342,336

Toilet-199-_jpg.rf.5379e66a785a3bae646fba123278671d.jpg,640,640,Water Cubicle,274,148,531,614
Toilet-199-_jpg.rf.5379e66a785a3bae646fba123278671d.jpg,640,640,Toilet Sink,118,398,256,458
Toilet-199-_jpg.rf.5379e66a785a3bae646fba123278671d.jpg,640,640,Toilet,489,410,610,625
Toilet-260-_jpg.rf.54139f1f03a4d76102e8e78a6951828b.jpg,640,640,Toilet,233,327,382,492
Toilet-260-_jpg.rf.54139f1f03a4d76102e8e78a6951828b.jpg,640,640,Water Heater,329,106,449,272
Toilet-260-_jpg.rf.54139f1f03a4d76102e8e78a6951828b.jpg,640,640,Thermo Ventilator,528,57,640,183
Toilet-260-_jpg.rf.54139f1f03a4d76102e8e78a6951828b.jpg,640,640,Water Cubicle,13,322,212,417
Kitchen-457-_jpg.rf.5404b70fb634a782d649a852a533b916.jpg,640,640,Microwave,249,291,459,382
Kitchen-457-_jpg.rf.5404b70fb634a782d649a852a533b916.jpg,640,640,Exhaust Fan,368,47,483,118
Kitchen-457-_jpg.rf.5404b70fb634a782d649a852a533b916.jpg,640,640,Washing Machine,2,331,103,526
Kitchen-457-_jpg.rf.5404b70fb634a782d649a852a533b916.jpg,640,640,Stove,2,247,165,344
35_jpg.rf.54062def844a01b9ebe88a0cb85008cf.jpg,640,640,Cupboard,44,352,373,616
35_jpg.rf.54062def844a01b9ebe88a0cb85008cf.jpg,640,640,Cupboard,0,2,497,209
35_jpg.rf.54062def844a01b9ebe88a0cb85008cf.jpg,640,640,Exhaust Hood,0,198,168,228
35_jpg.rf.54062def844a01b9ebe88a0cb85008cf.jpg,640,640,Stove,50,332,214,415
35_jpg.rf.54062def844a01b9ebe88a0cb85008cf.jpg,640,640,Faucet,307,260,345,332
35_jpg.rf.54062def844a01b9ebe88a0cb85008cf.jpg,640,640,Sink,265,325,362,362
35_jpg.rf.54062def844a01b9ebe88a0cb85008cf.jpg,640,640,Washing Machine,349,391,513,631
Room2-148-_jpg.rf.540509e4ce658cf2a4a7f2850b12a376.jpg,640,640,Bed,54,254,474,582
img_wm_revamp-58-_jpg.rf.53c36a5729161a1f13cd3181e5e8713f.jpg,640,640,Cupboard,177,227,353,526
Kitchen-40-_jpg.rf.544a9085cc31074624e8d6b6791c1a5d.jpg,640,640,Oven,350,416,447,525
Kitchen-40-_jpg.rf.544a9085cc31074624e8d6b6791c1a5d.jpg,640,640,Sink,503,361,625,377
